store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
LYNNHAVEN - VA,177,701 LYNNHAVEN PKWY ,,VIRGINIA BEACH ,VA,23452,United States,7574868120,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
NORTHPARK - TX,569,8687 NORTH CENTRAL EXPRESSWAY ,,DALLAS ,TX,75225,United States,2142651446,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
GREENBRIER - VA,340,1401 GREENBRIER PARKWAY SOUTH ,,CHESAPEAKE ,VA,23320,United States,7573619039,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 05:30 PM,,0
HULEN - TX,402,S 4800 HULEN ST ,,FORT WORTH ,TX,76132,United States,8173611730,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 11:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
GALLERIA DALLAS - TX,452,13350 DALLAS PKWY ,,DALLAS ,TX,75240,United States,9722392082,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 07:00 PM,,0
ALLEN OUTLET - TX,564,820 WEST STACEY RD ,,ALLEN ,TX,75013,United States,9726784100,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
MCCAIN MALL - AR,537,3929 MCCAIN BLVD N. ,,LITTLE ROCK ,AR,72116,United States,5018125746,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:30 PM - 06:00 PM,,0
OPRY - TN,113,436 OPRY MILLS DRIVE ,,NASHVILLE ,TN,37214,United States,6156862028,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 07:00 PM,,0
OAK COURT - TN,311,4465 POPLAR AVENUE ,,MEMPHIS ,TN,38117,United States,9017665991,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
NORTH EAST - TX,125,1101 MELBOURNE RD ,,HURST ,TX,76053,United States,8175951499,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
GRAPEVINE - TX,45,3000 GRAPEVINE MILLS PARKWAY ,,GRAPEVINE ,TX,76051,United States,9725394668,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 07:00 PM,,0
PATRICK HENRY - VA,435,12300 JEFFERSON AVENUE ,,NEWPORT NEWS ,VA,23602,United States,7572492048,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 AM - 06:00 PM,,0
STONEBRIAR - TX,122,2601 PRESTON ROAD ,,FRISCO ,TX,75034,United States,9726680357,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
GOLDEN TRIANGLE MALL - TX,738,2201 SOUTH I-35E ,,DENTON ,TX,76205,United States,9403828289,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
MAC ARTHUR - VA,319,300 MONTICELLO AVENUE ,,NORFOLK ,VA,23510,United States,7576272807,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
435 PATRICK HENRY - VA HOLD (435),902,12300 Jefferson Avenue SP # 214 ,,NEWPORT NEWS ,VA,23602,United States,,,,MONDAY Call Store for Hours; TUESDAY Call Store for Hours; WEDNESDAY Call Store for Hours; THURSDAY Call Store for Hours; FRIDAY Call Store for Hours; SATURDAY Call Store for Hours; SUNDAY Call Store for Hours,,0
RIVER VALLEY - VA,496,782 NEW RIVER ROAD ,,CHRISTIANSBURG ,VA,24073,United States,5403814505,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
VISTA RIDGE - TX,339,2401 SOUTH STEMMONS FREEWAY ,,LEWISVILLE ,TX,75067,United States,2144887637,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
VALLEY VIEW - VA,362,4802 VALLEY VIEW BLVD NW ,,ROANOKE ,VA,24012,United States,5402650382,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
REGENCY SQ - VA,400,1420 PARHAM ROAD ,,RICHMOND ,VA,23229,United States,8047408436,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 10:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
COLLIN CREEK - TX,64,811 N. CENTRAL EXPRESSWAY ,,PLANO ,TX,75075,United States,9725090524,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
CHESTERFIELD - VA,455,11500 MIDLOTHIAN TURNPIKE ,,RICHMOND ,VA,23235,United States,8048977185,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
TURTLE CREEK - AR,375,3000 EAST HIGHLAND DRIVE ,,JONESBORO ,AR,72401,United States,8703362631,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 10:00 AM - 06:00 PM,,0
GREENWOOD - KY,426,2625 SCOTTSVILLE RD ,,BOWLING GREEN ,KY,42104,United States,2707837557,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
CHARLOTTESVILLE FASHION SQR-VA,714,1600 RIO ROAD ,,EAST CHARLOTTESVILLE ,VA,22901,United States,4349640186,,,MONDAY 10:00 AM - 06:00 PM; TUESDAY 10:00 AM - 08:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 05:30 PM,,0
GOVERNORS SQUARE MALL - TN,765,2801 Wilma Randoph Blvd. ,,Clarksville ,TN,37040,United States,9315522093,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
KENTUCKY OAKS - KY,359,5101 HINKLEVILLE ROAD ,,PADUCAH ,KY,42001,United States,2704424690,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
SPOTSYLVANIA - VA,330,230 SPOTSYLVANIA MALL ,,FREDERICKSBURG ,VA,22407,United States,5407869149,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 06:00 PM,,0
WILLIAMSBURG - VA,481,5625 RICHMOND RD. ,,WILLIAMSBURG ,VA,23188,United States,7572599326,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 10:00 AM - 07:00 PM,,0
HUNTINGTON - WV,389,ONE MALL ROAD ,,BARBOURSVILLE ,WV,25504,United States,3047332638,,,MONDAY 09:00 AM - 10:00 PM; TUESDAY 09:00 AM - 10:00 PM; WEDNESDAY 09:00 AM - 10:00 PM; THURSDAY 09:00 AM - 10:00 PM; FRIDAY 09:00 AM - 10:00 PM; SATURDAY 09:00 AM - 10:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
CHARLESTON - WV,373,1085 CHARLESTON TOWN CENTER ,,CHARLESTON ,WV,25389,United States,3043432781,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:30 PM - 06:00 PM,,0
WEST PARK - MO,505,3049 WILLIAMS ST. ,,CAPE GIRARDEAU ,MO,63703,United States,5733356968,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
CENTRAL MALL - AR,472,5111 ROGERS AVENUE ,,FORT SMITH ,AR,72903,United States,4794521794,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
MIDLAND PARK - TX,534,4511 NORTH MIDKIFF DRIVE ,,MIDLAND ,TX,79705,United States,4326898039,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
VIRGINIA CENTER COMMONS - VA,538,10101 BROOK ROAD GLEN ,,ALLEN ,VA,23059,United States,8042641774,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 10:00 AM - 06:00 PM,,0
OCEAN CITY OUTLET CENTER - MD,746,12741 Ocean Gateway ,,Ocean City ,MD,21842,United States,4102131875,,,MONDAY 09:00 AM - 09:00 PM; TUESDAY 09:00 AM - 09:00 PM; WEDNESDAY 09:00 AM - 09:00 PM; THURSDAY 09:00 AM - 09:00 PM; FRIDAY 09:00 AM - 09:00 PM; SATURDAY 09:00 AM - 09:00 PM; SUNDAY 10:00 AM - 07:00 PM,,0
ST. CHARLES - MD,335,11110 MALL CIRCLE ,,WALDORF ,MD,20603,United States,3019325377,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
OUTLET BLUEGRASS - KY,728,1155 Buck Creek Rd ,,Simpsonville ,KY,40067,United States,5027223180,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 10:00 AM - 07:00 PM,,0
JEFFERSON - KY,364,4801 OUTER LOOP ,,LOUISVILLE ,KY,40219,United States,5029684515,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
SALISBURY - MD,460,2300 N. SALISBURY BLVD. ,,SALISBURY ,MD,21801,United States,4105439320,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
Ashland Town Center - KY,770,500 Winchester Ave ,,Ashland ,KY,41101,United States,6069209601,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
ST. MATTHEWS - KY,273,5000 SHELBYVILLE ROAD ,,LOUISVILLE ,KY,40207,United States,5028932961,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
NORTHWEST - AR,336,4201 NORTH SHILOH DRIVE ,,FAYETTEVILLE ,AR,72703,United States,4794446524,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
SPRINGFIELD TOWN CTR - VA,764,6500 SPRINGFIELD MALL ,,SPRINGFIELD ,VA,22150,United States,7039213160,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 07:00 PM,,0
POTOMAC MILLS - VA,763,2700 POTOMAC MILLS CIRCLE ,,WOODBRIDGE ,VA,22192,United States,7034999324,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
MANASSAS - VA,498,8300 SUDLEY ROAD ,,MANASSAS ,VA,20109,United States,7032570907,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
EASTLAND - IN,369,800 NORTH GREEN RIVER ROAD ,,EVANSVILLE ,IN,47715,United States,8124751301,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
PINNACLE HILLS - AR,404,2203 PROMENADE BLVD ,,ROGERS ,AR,72758,United States,4796314501,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
TYSON'S CORNER - VA,542,7860 TYSON'S CORNER ,,CENTER MCLEAN ,VA,22102,United States,7038270030,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 07:00 PM,,0
BRANSON LANDING - MO,376,405 BRANSON LANDING BLVD ,,BRANSON ,MO,65616,United States,4172390690,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 10:00 PM; SATURDAY 10:00 AM - 10:00 PM; SUNDAY 10:00 AM - 08:00 PM,,0
NATIONAL HARBOR - MD,739,6800 OXON HILL RD ,,NATIONAL HARBOR ,MD,20745,United States,3016860671,,,MONDAY 09:00 AM - 09:00 PM; TUESDAY 09:00 AM - 09:00 PM; WEDNESDAY 09:00 AM - 09:00 PM; THURSDAY 09:00 AM - 09:00 PM; FRIDAY 09:00 AM - 09:00 PM; SATURDAY 09:00 AM - 09:00 PM; SUNDAY 10:00 AM - 07:00 PM,,0
WHEATON - MD,324,11160 VEIRS MILL ROAD ,,WHEATON ,MD,20902,United States,3019469646,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 10:00 AM - 07:00 PM,,0
ARUNDEL - MD,129,7000 ARUNDEL MILLS CIRCLE ,,HANOVER ,MD,21076,United States,4437559850,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY Closed,,0
ANNAPOLIS - MD,197,2002 ANNAPOLIS MALL ,,ANNAPOLIS ,MD,21401,United States,4102669517,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
THE MALL IN COLUMBIA - MD,794,10300 LITTLE PATUXENT PKWY ,,COLUMBIA ,MD,21044-7035,United States,4107308136,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 10:00 AM - 07:00 PM,,0
LEESBURG PREM.OUTLET - VA,567,241 FORT EVANS ROAD N.E. ,,LEESBURG ,VA,20176,United States,7037791880,,,MONDAY 09:00 AM - 09:00 PM; TUESDAY 09:00 AM - 06:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 10:00 AM - 08:00 PM,,0
APPLE BLOSSOM - VA,480,1850 APPLEBLOSSOM DRIVE ,,WINCHESTER ,VA,22601,United States,5406624312,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 07:00 PM,,0
SOONER - OK,219,W 3329 MAIN STREET ,,NORMAN ,OK,73072,United States,4055739399,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
TULSA - OK,212,4107 SOUTH YALE ,,TULSA ,OK,74135,United States,9186650291,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
DULLES - VA,108,21100 DULLES TOWN CIRCLE ,,DULLES ,VA,20166,United States,7034335170,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
WOODLAND HILLS - OK,131,7021 S. MEMORIAL DRIVE ,,TULSA ,OK,74133,United States,9182494702,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 07:00 PM,,0
DOVER - DE,213,1365 NORTH DUPONT HWY ,,DOVER ,DE,19901,United States,3027412470,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
FSK - MD,483,5500 BUCKEYESTOWN PIKE ,,FREDRICK ,MD,21703,United States,3016951256,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
WHITE MARSH MALL - MD,776,8200 Perry Hall Blvd. ,,Baltimore ,MD,21236,United States,4109333411,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
