store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
Grapevine Mills,2050,"3000 Grapevine Mills Parkwa, Sp 202",,Grapevine,TX,76051,US,(972) 874-9124,32.9342919,-97.0780654,Sun:11:00AM -  7:00PM; ,,0
Preston Royal Shopping Center,2051,"5959 Royal Lane, Ste 537",,Dallas,TX,75230,US,(214) 739-6604,32.8957338,-96.8057356,Sun:12:00PM -  6:00PM; ,,0
Tice's Corner Marketplace,2052,437 Chestnut Ridge Rd,,Woodcliff Lake,NJ,07677,US,(201) 782-0101,41.0417291,-74.0751268,Sun:Closed; ,,0
The Village Shopping Center,2053,"2881 Hwy 190, Ste D1",,Mandeville,LA,70471,US,(985) 624-9459,30.3872134,-90.0787094,Sun:12:00PM -  6:00PM; ,,0
Bayshore Town Center,2054,5735 N Centerpark Way,,Glendale,WI,53217,US,(414) 540-6625,43.1217276,-87.9150856,Sun:11:00AM -  6:00PM; ,,0
Aventura Mall,2055,"19575 Biscayne Blvd, Room 715",,Aventura,FL,33180,US,(305) 933-0960,25.9571477,-80.1436082,Sun:12:00PM -  8:00PM; ,,0
Cherry Creek North,2056,2829 E 3rd Avenue,,Denver,CO,80206,US,(303) 377-6501,39.7211247,-104.9537086,Mon - Thu:10:00AM -  8:00PM; ,,0
St. Armands Circle,2058,443 John Ringling Blvd,,Sarasota,FL,34236,US,(941) 388-1393,27.3192415,-82.5765735,Sun:11:00AM -  6:00PM; ,,0
1314-1316 Montana Avenue,2059,1314 -1316 Montana Ave,,Santa Monica,CA,90403,US,(310) 394-2481,34.0316462,-118.4955693,Mon - Wed:10:00AM -  8:00PM; ,,0
Waterside Shops at Pelican Bay,2061,"5435 Tamiami Tr N, Ste 404",,Naples,FL,34108,US,(239) 592-1108,26.213165,-81.8026774,Sun:12:00PM -  6:00PM; ,,0
Beachwood Place,2062,26300 Cedar Road,,Beachwood,OH,44122,US,(216) 831-6030,41.498545,-81.4939346,Sun:12:00PM -  6:00PM; ,,0
Clay Terrace,2064,"14390 Clay Terrace Bouleva, Ste 110",,Carmel,IN,46032,US,(317) 575-0874,39.9994875,-86.1295481,Sun:12:00PM -  6:00PM; ,,0
Millwood Shopping Center,2065,"335 Herlong Avenue, Ste 204",,Rock Hill,SC,29732,US,(803) 980-1930,34.9590186,-81.0430323,Sun:12:00PM -  6:00PM; ,,0
The Shoppes at River Crossing,2066,"5080 Riverside Dr, Ste 428",,Macon,GA,31210,US,(478) 471-7174,32.9250006,-83.7151055,Sun:12:00PM -  6:00PM; ,,0
Trenholm Plaza,2067,"4840 Forest Dr, Ste 30",,Columbia,SC,29206,US,(803) 782-6944,34.0172171,-80.9635041,Sun:12:00PM -  6:00PM; ,,0
Carriage Crossing,2068,"4610 Merchants Park Cir, Ste 531",,Collierville,TN,38017,US,(901) 854-2370,35.0231733,-89.7194577,Sun:12:00PM -  6:00PM; ,,0
Easton Town Center,2069,"3938 Easton Square Plac, Spc# I-105",,Columbus,OH,43219,US,(614) 414-0652,40.0494228,-82.914849,Sun:12:00PM -  6:00PM; ,,0
Plaza at Rockwall,2070,"1037 East Interstate 30, Suite #104",,Rockwall,TX,75087,US,(972) 961-9813,32.9084682,-96.4511953,Sun:12:00PM -  6:00PM; ,,0
Arlington Highlands,2071,"4001 Arlington Highlands B, Ste 149",,Arlington,TX,76018,US,(817) 525-2697,32.679839,-97.1088916,Sun:12:00PM -  6:00PM; ,,0
Thoroughbred Village Shopping Cente,2072,"535 Cool Springs Blvd, Ste 115",,Franklin,TN,37067,US,(615) 771-5175,35.9473413,-86.8228203,Sun:12:00PM -  6:00PM; ,,0
Sundial,2073,"103 Second Ave North, Sp 132",,Saint Petersburg,FL,33701,US,(727) 898-8727,27.7696063,-82.6321376,Sun:12:00PM -  6:00PM; ,,0
Ellenton Premium Outlets,2074,"5303 Factory Shops Bouleva, Ste 500",,Ellenton,FL,34222,US,(941) 722-1278,27.5348871,-82.5068046,Sun:10:00AM -  7:00PM; ,,0
The Longmeadow Shops,2076,"690 Bliss Road, Unit 1",,Longmeadow,MA,01106,US,(413) 567-4683,42.0569808,-72.5551519,Sun:11:00AM -  6:00PM; ,,0
"5151 Main Street, Unit 3",2077,"5151 Main St, Unit 3",,Williamsville,NY,14221,US,(716) 634-3794,42.9598014,-78.7603743,Sun:11:00AM -  5:00PM; ,,0
The Avenue Peachtree City,2078,"248 City Cir, Suite 1200",,Peachtree City,GA,30269,US,(770) 632-0065,33.3946523,-84.592079,Sun:12:00PM -  6:00PM; ,,0
16910 Kercheval Street,2079,16910 Kercheval Street,,Grosse Pointe,MI,48230,US,(313) 882-4184,42.389473,-82.9173601,Sun:12:00PM -  5:00PM; ,,0
Fairfield Center,2080,1499 Post Rd,,Fairfield,CT,06824,US,(203) 254-0666,41.1407599,-73.2581506,Mon - Wed:10:00AM -  8:00PM; ,,0
Old Mill District,2081,"325 SW Powerhouse Drive, Ste 120",,Bend,OR,97702,US,(541) 617-0473,44.0472701,-121.3151947,Sun:11:00AM -  6:00PM; ,,0
Brookhaven Village,2082,"3720 West Robinson, Ste 162",,Norman,OK,73072,US,(405) 217-9556,35.2307735,-97.4958995,Sun:12:00PM -  6:00PM; ,,0
Chenal Creek Shopping Center,2083,"12800 Chenal Parkway, Unit 1",,Little Rock,AR,72211,US,(501) 228-6623,34.7550733,-92.4170701,Sun:12:00PM -  6:00PM; ,,0
Mayfair,2084,2500 N Mayfair Road,,Wauwatosa,WI,53226,US,(414) 453-1173,43.0638464,-88.0443984,Sun:12:00PM -  6:00PM; ,,0
The Shops at Sumner Place,2085,"4611 Sangamore Rd, #P",,Bethesda,MD,20816,US,(301) 229-8081,38.9492383,-77.1192012,Sun:12:00PM -  6:00PM; ,,0
Cumberland Mall,2086,1634 Cumberland Mall SE,,Atlanta,GA,30339,US,(770) 434-6655,33.8813326,-84.46885,Sun:12:00PM -  6:00PM; ,,0
La Promenade Distinctive Shoppes,2087,"1860 Laskin Rd, 115At",,Virginia Beach,VA,23454,US,(757) 417-0744,36.8420874,-76.0464855,Sun:12:00PM -  6:00PM; ,,0
Triangle Town Center,2088,"5959 Triangle Town Blvd, Ste 2120",,Raleigh,NC,27616,US,(919) 792-2252,35.8672388,-78.5755286,Sun:12:00PM -  6:00PM; ,,0
Northshore Mall,2089,"210 Andover Street, Spc E188",,Peabody,MA,01960,US,(978) 977-9949,42.5411047,-70.9442999,Sun:11:00AM -  6:00PM; ,,0
Festival at Woodholme,2090,"1809 Reisterstown Road, Ste 108",,Baltimore,MD,21208,US,(410) 580-9297,39.388215,-76.7360638,Sun:12:00PM -  6:00PM; ,,0
The Village,2091,3944 -3950 W 69th Terrace,,Prairie Village,KS,66208,US,(913) 384-5023,39.0025501,-94.6316197,Mon - Tue:10:00AM -  8:00PM; ,,0
Maine Mall,2092,364 Maine Mall Road,,South Portland,ME,04106,US,(207) 772-1836,43.6337186,-70.3344073,Sun:11:00AM -  6:00PM; ,,0
Village Shoppes,2093,95 Washington St,,Canton,MA,02021,US,(781) 575-9889,42.1387149,-71.1449309,Sun:12:00PM -  6:00PM; ,,0
The Village at Cambridge Crossing,2094,"4190 Dearborn Circle, Unit 114",,Mount Laurel,NJ,08054,US,(856) 642-0700,39.9704332,-74.9020785,Sun:11:00AM -  6:00PM; ,,0
St. Johns Town Center,2095,"4791 River City Drive, Ste 137",,Jacksonville,FL,32246,US,(904) 384-5880,30.255849,-81.5250099,Sun:11:00AM -  6:00PM; ,,0
Deer Park Town Center,2096,"20530 N. Rand Road, Ste 332",,Deer Park,IL,60010,US,(847) 438-2585,42.1603071,-88.053225,Sun:11:00AM -  5:00PM; ,,0
Memorial City Mall,2097,"303 Memorial City Way, Suite 732",,Houston,TX,77024,US,(713) 345-1186,29.7806697,-95.5379936,Sun:11:00AM -  7:00PM; ,,0
Hillcrest Shopping Center,2098,1855 East Main Street,,Spartanburg,SC,29307,US,(864) 345-6455,34.9685992,-81.890562,Sun:12:00PM -  6:00PM; ,,0
Twin Cities Premium Outlets,2099,3905 Eagan Outlets Parkway,,Eagan,MN,55122,US,(952) 563-3187,44.8159532,-93.2152473,Sun:10:00AM -  7:00PM; ,,0
The Outlet Shoppes at Gettysburg,2100,1863 Gettysburg Village Dr,,Gettysburg,PA,17325,US,(717) 549-4300,39.7940175,-77.201107,Sun:10:00AM -  6:00PM; ,,0
Charlotte Premium Outlets,2101,5512 New Fashion Way,,Charlotte,NC,28278,US,(704) 264-3334,35.1699001,-80.970967,Sun:12:00PM -  6:00PM; ,,0
Peddler's Village,2102,"Peddler's Village, Shop 72",,Lahaska,PA,18931,US,(215) 794-1522,40.3477703,-75.03145,Sun:10:00AM -  6:00PM; ,,0
First Colony Mall,2103,"16535 Southwest Freeway, Ste 2012",,Sugar Land,TX,77479,US,(281) 265-1177,29.5919665,-95.6244816,Sun:12:00PM -  6:00PM; ,,0
The Shoppes at Union Hill,2104,"3056 State Rte 10 West, Ste O",,Denville,NJ,07834,US,(973) 366-2046,40.8663643,-74.5064298,Sun:11:00AM -  6:00PM; ,,0
Paddock Shops,2105,4208 Summit Plaza Drive,,Louisville,KY,40241,US,(502) 394-9966,38.3073839,-85.5798851,Sun:12:00PM -  6:00PM; ,,0
Plaza Frontenac,2106,74 Plaza Frontenac,,Saint Louis,MO,63131,US,(314) 432-2293,38.6391165,-90.4230701,Mon - Fri:10:00AM -  7:00PM; ,,0
Camarillo Premium Outlets,2107,"990 Camarillo Center Dr, Ste 1022",,Camarillo,CA,93010,US,(805) 383-0662,34.217533,-119.057615,Mon - Thu:9:00AM -  9:00PM; ,,0
Village at Spotsylvania Towne Centr,2108,"1 Towne Centre Blvd, 3600",,Fredericksburg,VA,22407,US,(540) 548-3044,38.2898717,-77.5119391,Sun:11:00AM -  6:00PM; ,,0
The Village at Arrowhead,2109,"20022 N 67th Ave, Ste 112",,Glendale,AZ,85308,US,(623) 825-6077,33.66587,-112.2045675,Sun:11:00AM -  6:00PM; ,,0
The Gables,2110,2925 Plaza Drive,,Springfield,IL,62704,US,(217) 726-6900,39.7742636,-89.708642,Sun:12:00PM -  6:00PM; ,,0
The Shoppes at University Place,2111,9015-1 JM Keynes Drive,,Charlotte,NC,28262,US,(704) 503-5596,35.3106099,-80.748385,Sun:12:00PM -  6:00PM; ,,0
Shoppes at Grand Prairie,2112,"5201 W War Memorial Dr, Sp 430",,Peoria,IL,61615,US,(309) 692-6480,40.6936488,-89.5889864,Sun:11:00AM -  6:00PM; ,,0
Fox River Mall,2113,"4301 W Wisconsin Avenue, Ste 130",,Appleton,WI,54913,US,(920) 380-9442,44.2692534,-88.4705139,Sun:10:00AM -  6:00PM; ,,0
Franklin Terrace,2114,3020 Franklin Ter,,Johnson City,TN,37604,US,(423) 282-2141,36.3528136,-82.4007472,Sun:12:00PM -  6:00PM; ,,0
Las Vegas Premium Outlets - North,2116,"855 S Grand Central Pkwy, #1575",,Las Vegas,NV,89106,US,(702) 384-5016,36.1629318,-115.15825,Sun:9:00AM -  8:00PM; ,,0
Belle Hollow Shopping Center,2117,3006 N Center Street,,Hickory,NC,28601,US,(828) 267-2225,35.7715926,-81.3276853,Sun:12:00PM -  6:00PM; ,,0
Merchants Square,2118,422 W Duke of Gloucester St,,Williamsburg,VA,23185,US,(757) 564-7448,37.2705781,-76.7065986,Mon - Fri:9:00AM -  7:00PM; ,,0
Shops at Sea Island,2119,"600 Sea Island Rd, Ste 26",,Saint Simons Island,GA,31522,US,(912) 638-1112,31.1833788,-81.379091,Sun:12:00PM -  6:00PM; ,,0
Woodbury Lakes,2120,"9120 Hudson Rd, Suite 310",,Woodbury,MN,55125,US,(651) 501-2000,44.9473571,-92.9243294,Sun:11:00AM -  6:00PM; ,,0
Mall of America,2121,160 South Ave,,Bloomington,MN,55425,US,(952) 851-0882,44.8538155,-93.2425103,Sun:11:00AM -  7:00PM; ,,0
The Shops at Wiregrass,2122,"28329 Paseo Dr., Unit  101",,Wesley Chapel,FL,33543,US,(813) 907-9995,28.1890407,-82.3472947,Sun:12:00PM -  6:00PM; ,,0
The Promenade Shops at Evergreen,2123,501 Evergreen Way,,South Windsor,CT,06074,US,(860) 648-9311,41.8134462,-72.5563978,Sun:11:00AM -  6:00PM; ,,0
Streets of Brentwood,2124,"2455 Sand Creek Rd, Ste 124",,Brentwood,CA,94513,US,(925) 513-3218,37.9453845,-121.73734,Sun:11:00AM -  6:00PM; ,,0
The Arboretum of South Barrington,2125,"100 West Higgins Rd, Sc R-1",,S Barrington,IL,60010,US,(847) 836-8431,42.0881054,-88.1535352,Sun:11:00AM -  6:00PM; ,,0
West Acres Shopping Center,2126,"3902 13th Avenue South, Ste 2325",,Fargo,ND,58103,US,(701) 277-3144,46.8586945,-96.8463539,Sun:12:00PM -  6:00PM; ,,0
Chico Mall,2127,1960 East 20th St,,Chico,CA,95928,US,(530) 896-0200,39.7275449,-121.8051852,Sun:11:00AM -  6:00PM; ,,0
Midtown Village,2128,"1800 McFarland Boulevard E, Ste 202",,Tuscaloosa,AL,35404,US,(205) 345-8151,33.1942262,-87.5279083,Sun:12:00PM -  6:00PM; ,,0
Renaissance at Colony Park,2129,"1000 Highland Colony Park, Ste 2006",,Ridgeland,MS,39157,US,(601) 853-2421,32.4345218,-90.1471642,Sun:12:00PM -  6:00PM; ,,0
Vintage Faire Mall,2130,"3401 Dales Rd, Ste 640",,Modesto,CA,95356,US,(209) 572-2894,37.6871609,-121.0517748,Sun:11:00AM -  7:00PM; ,,0
Miromar Outlets,2131,"10801 Corkscrew Rd, Ste 336",,Estero,FL,33928,US,(239) 949-2252,26.4362393,-81.7746935,Sun:11:00AM -  6:00PM; ,,0
Coligny Plaza Shopping Center,2132,1 North Forest Bch,,Hilton Head Island,SC,29928,US,(843) 686-6300,32.1444205,-80.7509392,Sun:12:00PM -  6:00PM; ,,0
Tanger Outlets Southaven,2133,"5205 Airways Blvd, Suite 850",Suite 850,Southaven,MS,38671,US,(662) 912-4117,34.936242,-89.9890548,Sun:10:00AM -  7:00PM; ,,0
King of Prussia Mall,2134,"690 West Dekalb Pike., Ste 1060",,King of Prussia,PA,19406,US,(610) 878-9390,40.089203,-75.385959,Sun:12:00PM -  6:00PM; ,,0
The Shoppes at Farmington Valley,2135,"110 Albany Turnpike, Ste 617",,Canton,CT,06019,US,(860) 674-8919,41.8224465,-72.8829132,Sun:12:00PM -  6:00PM; ,,0
Crabtree Valley Mall,2136,"4325 Glenwood Avenue, Suite 2023",,Raleigh,NC,27612,US,(919) 571-0109,35.8394667,-78.6794257,Sun:12:00PM -  7:00PM; ,,0
Potomac Village Shopping Center,2137,10121 River Rd,,Potomac,MD,20854,US,(301) 765-8985,39.0181847,-77.2081792,Mon - Wed:10:00AM -  8:00PM; ,,0
Sawgrass Mills,2141,"12801 W Sunrise Blvd, SP 1031",,Sunrise,FL,33323,US,(954) 838-8885,26.1512497,-80.3101684,Sun:11:00AM -  8:00PM; ,,0
Promenade Shops at Saucon Valley,2142,"2945 Center Valley Parkw, Suite 309",,Center Vally,PA,18034,US,(610) 798-7808,40.5594205,-75.4107246,Sun:11:00AM -  6:00PM; ,,0
Park Place,2143,"5870 E Broadway Boulevard, Ste 161",,Tucson,AZ,85711,US,(520) 790-7285,32.2191984,-110.8655885,Sun:11:00AM -  6:00PM; ,,0
River Park Square,2144,"808 W Main Avenue, Sp 101",,Spokane,WA,99201,US,(509) 624-0656,47.6600716,-117.4316272,Sun:11:00AM -  6:00PM; ,,0
La Fiesta Square,2145,3537 Mt. Diablo Blvd,,Lafayette,CA,94549,US,(925) 962-0817,37.8917176,-122.1196054,Sun:11:00AM -  5:00PM; ,,0
Mount Pleasant Towne Centre,2146,1732 Towne Centre Way,,Mount Pleasant,SC,29464,US,(843) 971-5180,32.8290774,-79.8307288,Sun:12:00PM -  6:00PM; ,,0
2006 East 21st Street,2147,2006 East 21st Street,,Tulsa,OK,74114,US,(918) 293-9767,36.1330004,-95.9627272,Sun:12:00PM -  6:00PM; ,,0
Crystal Mall,2149,850 Hartford Turnpike,,Waterford,CT,06385,US,(860) 437-7341,41.3740925,-72.1445057,Sun:11:00AM -  6:00PM; ,,0
Mission Promenade,2150,"26850 Ortega Highway, Ste G & L",,San Juan Capistrano,CA,92675,US,(949) 488-7075,33.5018717,-117.6628152,Sun:11:00AM -  5:00PM; ,,0
The Shops at Pinon Pointe,2151,"101 N Hwy 89A, Ste D-19",,Sedona,AZ,86336,US,(928) 282-4427,34.8673472,-111.7622582,Sun - Sat:10:00AM -  6:00PM; ,,0
Meyerland Plaza,2152,380 Meyerland Plaza Mall,,Houston,TX,77096,US,(713) 665-2939,29.687176,-95.4622844,Sun:12:00PM -  6:00PM; ,,0
Thruway Center,2153,"416 S Stratford Road, Ste 500",,Winston-Salem,NC,27103,US,(336) 725-0009,36.0908312,-80.2838826,Sun:12:00PM -  6:00PM; ,,0
19 West 8th Street,2154,"19 W Eighth St, Unit 29",,Holland,MI,49423,US,(616) 396-3696,42.7905697,-86.1081616,Sun:12:00PM -  5:00PM; ,,0
Carmel Mountain Ranch TC,2155,"11955 Carmel Mountain Rd, 703",,San Diego,CA,92128,US,(858) 451-2136,32.9819831,-117.0750761,Sun:11:00AM -  6:00PM; ,,0
Creekside Station,2156,"3103 Valley Ave, Ste 108",,Winchester,VA,22601,US,(540) 535-1036,39.14286,-78.1907674,Sun:11:00AM -  5:00PM; ,,0
Winter Garden Village at Fowler G,2157,"3251 Daniels Rd, Ste 106",,Winter Garden,FL,34787,US,(407) 654-2224,28.5236992,-81.5841768,Sun:12:00PM -  6:00PM; ,,0
Prien Lake Mall,2158,496 W Prien Lake Road,,Lake Charles,LA,70601,US,(337) 990-4367,30.2002618,-93.2264904,Sun:12:00PM -  6:00PM; ,,0
The Outlet Collection - Seattle,2159,"1101 OUtlet Collection Wa, Ste 1020",,Auburn,WA,98001,US,(253) 561-8760,47.2991922,-122.2455457,Sun:11:00AM -  6:00PM; ,,0
Harbourside Place,2160,128 Breakwater Court,,Jupiter,FL,33477,US,(561) 277-6854,26.9356955,-80.0818473,Sun:12:00PM -  6:00PM; ,,0
Burlington Mall,2161,75 Middlesex Turnpike,,Burlington,MA,01803,US,(781) 270-1020,42.482538,-71.2135082,Sun:11:00AM -  6:00PM; ,,0
Bellevue Square,2162,2016 Bellevue Square,,Bellevue,WA,98004,US,(425) 454-4654,47.628255,-122.205816,Sun:11:00AM -  7:00PM; ,,0
The Mall at Chestnut Hill,2163,"199 Boylston Street, S133",,Chestnut Hill,MA,02467,US,(617) 964-3365,42.3214068,-71.1760576,Mon - Fri:10:00AM -  8:00PM; ,,0
Grand Boulevard,2164,"495 Grand Boulevard, Ste 105",,San Destin,FL,32550,US,(850) 837-1358,30.3790174,-86.3427458,Sun:12:00PM -  6:00PM; ,,0
The Shops of Saddle Creek,2165,"7615 W Farmington Blvd, Sp 3",,Germantown,TN,38138,US,(901) 754-1670,35.0937076,-89.8036636,Sun:12:00PM -  5:30PM; ,,0
One Pacific Place,2166,10371 Pacific Street,,Omaha,NE,68114,US,(402) 391-2771,41.2478527,-96.0754576,Mon - Fri:10:00AM -  6:00PM; ,,0
The Arboretum,2167,"10000 Research Blvd, Ste 111A",,Austin,TX,78759,US,(512) 346-3163,30.3909046,-97.747357,Sun:12:00PM -  6:00PM; ,,0
River Oaks Shopping Center,2168,2008 W Gray Street,,Houston,TX,77019,US,(713) 524-4787,29.7534066,-95.4089848,Sun:12:00PM -  6:00PM; ,,0
The Pavilion on Lovers Lane,2169,"5600 W Lovers Ln, Ste 147",,Dallas,TX,75209,US,(214) 350-1735,32.8505108,-96.8155005,Sun:12:00PM -  6:00PM; ,,0
The Shops at Hilton Village,2170,"6107 North Scottsdale Road, Ste 114",,Scottsdale,AZ,85253,US,(480) 483-8654,33.5256323,-111.9245261,Sun:11:00AM -  6:00PM; ,,0
The Shops on El Paseo,2171,"73100 El Paseo, Ste 4",,Palm Desert,CA,92260,US,(760) 779-1079,33.7200389,-116.3890815,Sun:11:00AM -  6:00PM; ,,0
Pleasant Prairie Premium Outlets,2172,"11211 120th Ave, Ste 30",,Pleasant Prairie,WI,53158,US,(262) 857-8403,42.516666,-87.94881,Sun:10:00AM -  7:00PM; ,,0
Christiana Mall,2173,174 Christiana Mall,,Newark,DE,19702,US,(302) 731-1401,39.6782533,-75.6522409,Sun:11:00AM -  6:00PM; ,,0
Waugh Chapel Towne Centre,2174,"1405 S. Main Chapel Way, Suite 111",,Gambrills,MD,21054,US,(410) 721-2192,39.0335,-76.6833152,Sun:11:00AM -  6:00PM; ,,0
Tanger Outlet Center National Harbo,2175,"6800 Oxon Hill Road., Suite 220",,National Harbor,MD,20745,US,(301) 965-9240,38.7945102,-77.0010248,Sun:10:00AM -  7:00PM; ,,0
Bel Aire Plaza,2176,3628 Bel Aire Plaza,,Napa,CA,94558,US,(707) 265-7704,38.3224345,-122.3055696,Sun:11:00AM -  6:00PM; ,,0
The Forum on Peachtree Parkway,2177,"5151 Peachtree Pkwy, Ste 720",,Norcross,GA,30092,US,(770) 246-0108,33.9807264,-84.2171102,Sun:12:00PM -  6:00PM; ,,0
Jefferson Pointe,2178,"4120 W Jefferson Blvd, Ste H-1",,Fort Wayne,IN,46804,US,(260) 459-3329,41.0721295,-85.1960215,Sun:12:00PM -  5:00PM; ,,0
Mall of Louisiana,2179,"6401 Bluebonnet Blvd, B200",,Baton Rouge,LA,70836,US,(225) 819-8804,30.385752,-91.084348,Sun:12:00PM -  6:00PM; ,,0
Birkdale Village,2180,"16846 Birkdale Commons Parkw, Ste B",,Huntersville,NC,28078,US,(704) 892-1380,35.44533,-80.8797769,Sun:12:00PM -  6:00PM; ,,0
The Woodlands Mall,2181,"1201 Lake Woodlands Drive, Ste1044",Suite 1044,The Woodlands,TX,77380,US,(281) 419-0148,30.164317,-95.455696,Sun:12:00PM -  6:00PM; ,,0
Lake View Village,2182,"385 First St, Ste 119",,Lake Oswego,OR,97034,US,(503) 675-6655,45.4189795,-122.6641102,Mon - Fri:10:00AM -  8:00PM; ,,0
Lakeside Shopping Center,2183,"3301 Veterans Memorial Bo, Suite 42",,Metairie,LA,70002,US,(504) 831-1501,30.0144158,-90.1635442,Sun:12:00PM -  6:00PM; ,,0
Laurel Village,2184,3505 California St,,San Francisco,CA,94118,US,(415) 933-8085,37.7863504,-122.4517372,Mon - Fri:9:30AM -  6:30PM; ,,0
Woodway Collection,2185,1395 South Voss Road,,Houston,TX,77057,US,(832) 358-2210,29.753485,-95.5010596,Sun:12:00PM -  6:00PM; ,,0
Barton Creek Square,2186,"2901 S Capitol of Texas Hi, Ste B06",,Austin,TX,78746,US,(512) 327-8907,30.2711507,-97.8176469,Sun:11:00AM -  7:00PM; ,,0
Birch Street Promenade,2187,"110 West Birch St, Unit B5",,Brea,CA,92821,US,(714) 990-2913,33.9184751,-117.9005235,Sun:12:00PM -  6:00PM; ,,0
Marlton Square,2188,"300 State Route 73, Unit 9",,Marlton,NJ,08053,US,(856) 988-1117,39.8905208,-74.9240476,Sun:10:00AM -  5:00PM; ,,0
Highland Village,2190,4042 Westheimer Road,,Houston,TX,77027,US,(713) 622-4741,29.7417097,-95.4459682,Sun:11:00AM -  6:00PM; ,,0
The Shops at Mission Viejo,2191,127 The Shops at Mission Viejo,,Mission Viejo,CA,92691,US,(949) 347-0433,33.5615014,-117.6692075,Mon - Fri:10:00AM -  8:00PM; ,,0
Barefoot Landing,2192,4812 Hwy 17 S,,North Myrtle Beach,SC,29582,US,(843) 361-0540,33.7993572,-78.7371785,Sun - Sat:10:00AM -  8:00PM; ,,0
Town & Country Village,2193,"12850 Memorial Dr, Unit 426",,Houston,TX,77024,US,(713) 465-8549,29.7731832,-95.5614967,Sun:12:00PM -  6:00PM; ,,0
Preston Park Village,2194,"1900 Preston Rd, Ste 160",,Plano,TX,75093,US,(972) 985-8206,33.0252916,-96.7910958,Sun:12:00PM -  6:00PM; ,,0
University Park Village,2195,"1604 S University Dr, Ste 510",,Fort Worth,TX,76107,US,(817) 332-9804,32.7281659,-97.3637407,Sun:12:00PM -  6:00PM; ,,0
Monroeville Mall,2196,709 Mall Circle Dr,,Monroeville,PA,15146,US,(412) 372-4818,40.4294863,-79.7955846,Sun:12:00PM -  6:00PM; ,,0
Franklin Park Mall,2197,5001 Monroe Street,,Toledo,OH,43623,US,(419) 472-8885,41.6947913,-83.6405727,Sun:11:00AM -  6:00PM; ,,0
Alderwood,2198,"3000 184th Street SW, Ste 980",,Lynnwood,WA,98037,US,(425) 670-2111,47.8299542,-122.2725709,Sun:11:00AM -  7:00PM; ,,0
Court Street,2199,1080 Court Street,,San Luis Obispo,CA,93401,US,(805) 543-0807,35.2812839,-120.6611294,Mon - Fri:10:00AM -  7:00PM; ,,0
The Avenue Viera,2200,"2271 Town Center Ave, Ste 119",,Viera,FL,32940,US,(321) 637-0494,28.2442735,-80.7262707,Sun:12:00PM -  6:00PM; ,,0
Evansville Pavilion,2201,"6401 E Lloyd Expwy, Ste 14",,Evansville,IN,47715,US,(812) 402-5765,37.9750781,-87.4715887,Sun:12:00PM -  6:00PM; ,,0
Baederwood Shopping Center,2202,1659 The Fairway,,Jenkintown,PA,19046,US,(215) 887-3007,40.1072359,-75.1185233,Sun:11:00AM -  6:00PM; ,,0
The Avenue at White Marsh,2203,"8129 Honeygo Blvd, Suite H",,Baltimore,MD,21236,US,(410) 931-7450,39.3711362,-76.4660991,Sun:11:00AM -  6:00PM; ,,0
The Shops at Friendly Center,2217,"3326 W Friendly Ave, Ste 106",,Greensboro,NC,27408,US,(336) 315-0234,36.0866269,-79.8374145,Sun:12:00PM -  6:00PM; ,,0
Brook 35 Plaza,2218,"2150 Hwy 35, Sp E-19",,Sea Girt,NJ,08750,US,(732) 282-0344,40.1320592,-74.0345813,Mon - Fri:10:00AM -  6:00PM; ,,0
14 North Main Street,2219,14 North Main St,,Chagrin Falls,OH,44022,US,(440) 247-4131,41.4303154,-81.3909784,Sun:11:00AM -  5:00PM; ,,0
Westfield Countryside,2220,27001 US Hwy 19 North,,Clearwater,FL,33761,US,(727) 669-8740,28.0173286,-82.7336129,Sun:12:00PM -  6:00PM; ,,0
Central Park Place,2221,"5100 Marsh Rd, Ste E-2",,Okemos,MI,48864,US,(517) 381-8622,42.7281376,-84.4128938,Mon - Wed:10:00AM -  7:00PM; ,,0
Lincoln Square,2223,586 Lincoln Sq,,Arlington,TX,76011,US,(817) 801-8122,32.7565303,-97.0982904,Sun:12:00PM -  6:00PM; ,,0
Spring Creek Plaza,2224,1460 S Bryant Ave,,Edmond,OK,73034,US,(405) 844-6414,35.6393477,-97.458632,Sun:12:00PM -  6:00PM; ,,0
The Mall of Acadiana,2225,"5725 Johnston St, Sp F-233",,Lafayette,LA,70503,US,(337) 988-3131,30.1716722,-92.0616178,Sun:12:00PM -  6:00PM; ,,0
Sawgrass Village,2226,"155 Tourside Drive, Suite 1550",,Ponte Vedra Beach,FL,32082,US,(904) 543-9555,30.2049765,-81.383189,Sun:12:00PM -  6:00PM; ,,0
Rookwood Commons,2227,2679 Edmondson Rd,,Norwood,OH,45209,US,(513) 531-1977,39.146196,-84.4463109,Sun:12:00PM -  6:00PM; ,,0
Riverchase Galleria,2228,"2000 Riverchase Galleria, Sp 103",,Birmingham,AL,35244,US,(205) 989-4941,33.3639393,-86.8119917,Sun:12:00PM -  6:00PM; ,,0
78 Middle Neck Road,2229,78 Middle Neck Road,,Great Neck,NY,11021,US,(516) 487-5580,40.788503,-73.729683,Sun:11:00AM -  5:00PM; ,,0
Lakeside Village,2230,1425 Town Center Drive,,Lakeland,FL,33803,US,(863) 687-2629,28.0010142,-81.9781716,Sun:12:00PM -  6:00PM; ,,0
