store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
Volkswagen of Naples,405024,601 Airport Rd S,,Naples,FL,34104,USA,8449210822,26.1481,-81.7665,Fri:08:30-19:30; Mon:08:30-19:30; Sat:08:30-18:00; Thu:08:30-19:30; Tue:08:30-19:30; Wed:08:30-19:30; Sun:closed; ,,0
Volkswagen of Fort Myers,405089,14060 S Tamiami Trl,,Fort Myers,FL,33912,USA,8007893570,26.5381,-81.8724,Fri:08:00-20:00; Mon:08:00-20:00; Sat:09:00-19:00; Sun:12:00-16:00; Thu:08:00-20:00; Tue:08:00-20:00; Wed:08:00-20:00; ,,0
Port Charlotte Volkswagen,405069,1252 Tamiami Trl,,Port Charlotte,FL,33953,USA,8444301473,27.0151,-82.1474,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Sun:11:00-17:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
Sunset Volkswagen of Sarasota,405244,5005 S Tamiami Trl,,Sarasota,FL,34231,USA,9419231700,27.2798,-82.5299,Fri:09:00-18:00; Mon:09:00-19:00; Sat:09:00-17:00; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; Sun:closed; ,,0
South Motors Volkswagen,405041,17930 S Dixie Hwy,,Miami,FL,33157,USA,8444189390,25.6031,-80.3517,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-20:00; Sun:11:00-19:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Esserman International Volkswagen,405029,10455 Nw 12th St,,Doral,FL,33172,USA,3053306014,25.7832,-80.3649,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Bob Boast Volkswagen,405234,4827 14th St W,,Bradenton,FL,34207,USA,8442204383,27.4558,-82.5749,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Deel Volkswagen,405224,3601 Bird Road,,Miami,FL,33133,USA,8553831319,25.7353,-80.2534,Fri:09:00-19:30; Mon:09:00-20:00; Sat:09:00-18:00; Sun:12:00-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
Palmetto57 Volkswagen,405068,16825 Nw 57th Ave,,Miami Gardens,FL,33055,USA,8447113403,25.9270,-80.2925,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-20:00; Sun:11:00-19:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Rick Case Volkswagen Weston,405240,3520 Weston Rd,,Davie,FL,33331,USA,8552545314,26.0777,-80.3619,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-21:00; Sun:11:00-19:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Gunther Volkswagen,405073,1660 S State Road 7,,Davie,FL,33317,USA,9547971660,26.0992,-80.2008,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Bert Smith International,405231,3335 38th Ave N,,Saint Petersburg,FL,33713,USA,7275271111,27.8074,-82.6788,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-17:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Gunther Volkswagen of Coconut Creek,405074,4300 N State Road 7,,Coconut Creek,FL,33073,USA,9545903750,26.2828,-80.2008,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Vista Volkswagen,405012,700 N Federal Hwy,,Pompano Beach,FL,33062,USA,8445671343,26.2379,-80.1021,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Sun:12:00-19:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
Kuhn Volkswagen,405052,3900 W Kennedy Blvd,,Tampa,FL,33609,USA,8556382388,27.9445,-82.5083,Fri:08:30-20:00; Mon:08:30-20:00; Sat:08:30-20:00; Sun:11:00-18:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; ,,0
Lokey Volkswagen,405232,27850 Us Highway 19 N,,Clearwater,FL,33761,USA,7277992151,28.0253,-82.7392,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Sun:12:00-17:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
Brandon Volkswagen,405053,9816 E Adamo Dr,,Tampa,FL,33619,USA,8668010314,27.9492,-82.3439,Fri:08:30-20:00; Mon:08:30-20:00; Sat:08:30-20:00; Sun:11:00-17:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; ,,0
Gunther Volkswagen of Delray Beach,405013,2401 North Federal Highway,,Delray Beach,FL,33483,USA,5618081853,26.4871,-80.0643,Fri:09:00-17:00; Mon:09:00-17:00; Sat:09:00-17:00; Sun:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; ,,0
"Reeves Import Motorcars, Inc.",405051,11333 N Florida Ave,,Tampa,FL,33612,USA,8133753660,28.0535,-82.4590,Fri:08:30-20:00; Mon:08:30-20:00; Sat:09:00-18:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; Sun:closed; ,,0
"Schumacher Volkswagen, Inc.",405245,3001 Okeechobee Blvd,,West Palm Beach,FL,33409,USA,8448076811,26.7075,-80.1007,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-15:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
"Schumacher Automotive, Inc.",405242,3720 Northlake Blvd,,Lake Park,FL,33403,USA,8447833509,26.8080,-80.0936,Fri:08:30-21:00; Mon:08:30-21:00; Sat:08:30-18:00; Sun:12:00-17:00; Thu:08:30-21:00; Tue:08:30-21:00; Wed:08:30-21:00; ,,0
Volkswagen of New Port Richey,405022,4727 Us Highway 19,,New Port Richey,FL,34652,USA,7272191328,28.2279,-82.7332,Fri:09:00-17:00; Mon:09:00-17:00; Sat:09:00-17:00; Sun:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; ,,0
Lakeland Volkswagen,405248,209 S Lake Parker Ave,,Lakeland,FL,33801,USA,8669171660,28.0425,-81.9413,Fri:08:30-18:30; Mon:08:30-20:00; Sat:08:30-18:00; Sun:12:00-17:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; ,,0
Wallace Volkswagen,405079,2805 Se Federal Hwy,,Stuart,FL,34994,USA,8665784340,27.1706,-80.2294,Fri:09:00-19:00; Mon:09:00-20:00; Sat:09:00-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
David Maus Volkswagen,405014,5474 S. Orange Blossom Trail,,Orlando,FL,32839,USA,8663187865,28.4817,-81.3972,Fri:08:30-20:00; Mon:08:30-20:00; Sat:08:30-20:00; Sun:12:00-18:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; ,,0
Prestige Volkswagen,405080,1416 S Harbor City Blvd,,Melbourne,FL,32901,USA,8449214597,28.0867,-80.6075,Fri:08:30-18:00; Mon:08:30-20:00; Sat:08:30-18:00; Sun:11:30-17:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; ,,0
David Maus Volkswagen North,405250,1050 Lee Road,,Orlando,FL,32810,USA,8448799584,28.6055,-81.3972,Fri:08:30-20:00; Mon:08:30-20:00; Sat:08:30-19:00; Sun:11:00-19:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; ,,0
Napleton's Volkswagen of Orlando,405021,12700 E Colonial Dr,,Orlando,FL,32826,USA,8556349221,28.5637,-81.1896,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-20:00; Sun:11:00-19:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Leesburg Volkswagen,405075,9105 Us Highway 441,,Leesburg,FL,34788,USA,8556639164,28.8296,-81.8054,Fri:07:00-19:00; Mon:07:00-19:00; Sat:07:00-16:00; Thu:07:00-19:00; Tue:07:00-19:00; Wed:07:00-19:00; Sun:closed; ,,0
Napleton's Volkswagen of Sanford,405249,4175 S Orlando Dr,,Sanford,FL,32773,USA,8557437423,28.7481,-81.2922,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-20:00; Sun:11:00-18:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Volkswagen of Ocala,405064,5135 Sw College Road,,Ocala,FL,34474,USA,3525711030,29.1304,-82.2053,Fri:09:00-19:00; Mon:09:00-19:00; Sat:09:00-18:00; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; Sun:closed; ,,0
Fields Volkswagen,405063,1270 N Tomoka Farms Rd,,Daytona Beach,FL,32124,USA,3865230500,29.2079,-81.1007,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Volkswagen of Gainesville,405015,3737 North Main Street,,Gainesville,FL,32609,USA,8558688731,29.6871,-82.3186,Fri:09:00-19:00; Mon:09:00-19:00; Sat:09:00-18:00; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; Sun:closed; ,,0
Volkswagen of Saint Augustine,405028,3235 Us Highway 1 S,,Saint Augustine,FL,32086,USA,8883658406,29.8348,-81.3231,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Sun:12:00-17:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
O'Steen Volkswagen,405036,11401 Philips Hwy,,Jacksonville,FL,32256,USA,8442016749,30.1633,-81.5353,Fri:07:00-18:00; Mon:07:00-18:00; Sat:08:00-17:00; Thu:07:00-18:00; Tue:07:00-18:00; Wed:07:00-18:00; Sun:closed; ,,0
Volkswagen of Orange Park,405071,7220 Blanding Blvd,,Jacksonville,FL,32244,USA,9044258528,30.2157,-81.7381,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-21:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; Sun:closed; ,,0
Volkswagen of Panama City,405065,3605 E 15th St,,Panama City,FL,32404,USA,8502572890,30.1757,-85.6042,Fri:08:30-20:00; Mon:08:30-20:00; Sat:08:30-19:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; Sun:closed; ,,0
Capital Volkswagen,405038,3963 W Tennessee St,,Tallahassee,FL,32304,USA,1844203142,30.4585,-84.3581,Fri:09:00-19:00; Mon:09:00-19:00; Sat:09:00-18:00; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; Sun:closed; ,,0
Tom Bush Regency Motors,405072,9850 Atlantic Blvd,,Jacksonville,FL,32225,USA,9047250911,30.3219,-81.5430,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
O'Steen Volkswagen of Valdosta,405119,4140 North Valdosta Road,,Valdosta,GA,31602,USA,2292429920,30.8980,-83.3281,Fri:07:30-18:00; Mon:07:30-18:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; Sat:closed; ,,0
Lee Volkswagen,405040,130 Hollywood Blvd Sw,,Fort Walton Beach,FL,32548,USA,8503593038,30.4124,-86.6229,Fri:08:30-19:00; Mon:08:30-19:00; Sat:08:30-18:00; Thu:08:30-19:00; Tue:08:30-19:00; Wed:08:30-19:00; Sun:closed; ,,0
Pete Moore Imports,405219,106 N New Warrington Rd,,Pensacola,FL,32506,USA,8663148218,30.4094,-87.2759,Fri:08:30-20:00; Mon:20:30-20:00; Sat:08:30-18:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; Sun:closed; ,,0
Dothan Volkswagen,405420,2730 Ross Clark Circle,,Dothan,AL,36301,USA,8775548896,31.2105,-85.4257,Fri:08:00-19:30; Mon:08:00-19:30; Sat:08:00-18:00; Thu:08:00-19:30; Tue:08:00-19:30; Wed:08:00-19:30; Sun:closed; ,,0
Team Gunther Volkswagen of Daphne,405421,29816 Frederick Blvd,,Daphne,AL,36526,USA,8556608226,30.6608,-87.8600,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Dean McCrary Imports,405419,1501 So. Beltline Hwy.,,Mobile,AL,36606,USA,2512721895,30.6591,-88.1245,Fri:09:00-18:30; Mon:09:00-18:30; Sat:09:00-17:30; Thu:09:00-18:30; Tue:09:00-18:30; Wed:09:00-18:30; Sun:closed; ,,0
Volkswagen of South Mississippi,425216,11689 Bobby Eleutrius Blvd,,Diberville,MS,39540,USA,8556307323,30.4524,-88.9028,Fri:08:30-19:00; Mon:08:30-19:00; Sat:09:00-19:00; Thu:08:30-19:00; Tue:08:30-19:00; Wed:08:30-19:00; Sun:closed; ,,0
Savannah Volkswagen,405111,50 Eisenhower Drive,,Savannah,GA,31406,USA,8553432189,32.0109,-81.1154,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Sun:13:00-17:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
Ray Brandt Volkswagen Westbank,425647,4050 Lapalco Blvd,,Harvey,LA,70058,USA,8555230707,29.8747,-90.0889,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-21:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; Sun:closed; ,,0
Jeff Smith VW of Warner Robins,407215,741 Russell Pkwy,,Warner Robins,GA,31088,USA,4782931701,32.5931,-83.6357,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Hilton Head Volkswagen,407350,137 Auto Mall Blvd,,Hardeeville,SC,29927,USA,8558083820,32.3133,-80.9857,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Sun:13:00-17:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
Walker Volkswagen,425642,8933 Veterans Memorial Blvd,,Metairie,LA,70003,USA,8555422856,30.0063,-90.2285,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
AutoNation Volkswagen Columbus,405137,"3000 N Lake Pkwy, Bldg 300",,Columbus,GA,31909,USA,7065222148,32.5520,-84.9407,Fri:07:00-19:00; Mon:07:00-19:00; Sat:07:00-17:00; Thu:07:00-19:00; Tue:07:00-19:00; Wed:07:00-19:00; Sun:closed; ,,0
"Jack Ingram Motors, Inc.",405418,255 Eastern Blvd # 240309,,Montgomery,AL,36117,USA,8554364349,32.3755,-86.2084,Fri:07:00-17:00; Mon:07:00-17:00; Sat:08:00-14:00; Thu:07:00-17:00; Tue:07:00-17:00; Wed:07:00-17:00; Sun:closed; ,,0
Volkswagen of Mandeville,425649,1700 N Causeway Blvd,,Mandeville,LA,70471,USA,9856261067,30.3904,-90.0899,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-14:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Volkswagen of Macon,407240,2110 Eisenhower Pkwy,,Macon,GA,31206,USA,4787817701,32.8143,-83.6857,Fri:08:00-17:30; Mon:08:00-17:30; Sat:08:30-14:30; Thu:08:00-17:30; Tue:08:00-17:30; Wed:08:00-17:30; Sun:closed; ,,0
Southpoint Volkswagen,425646,13940 Airline Hwy,,Baton Rouge,LA,70817,USA,8448592225,30.3668,-91.0279,Fri:09:00-19:00; Mon:09:00-19:00; Sat:09:00-18:00; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; Sun:closed; ,,0
"Low Country Volkswagen, LLC",407320,1001 Johnnie Dodds Blvd,,Mount Pleasant,SC,29464,USA,8438818555,32.8104,-79.8670,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-17:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Stokes Volkswagen,407325,3491 Ashley Phosphate Rd,,North Charleston,SC,29418,USA,8555497323,32.9273,-80.0760,Fri:07:30-21:00; Mon:07:30-21:00; Sat:08:00-17:00; Thu:07:30-21:00; Tue:07:30-21:00; Wed:07:30-21:00; Sun:closed; ,,0
Gerald Jones Volkswagen,407212,4022 Washington Rd,,Martinez,GA,30907,USA,7064264994,33.5093,-82.1062,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
"Heritage Volkswagen, Inc.",407207,4305 Jonesboro Rd,,Union City,GA,30291,USA,8442439268,33.5682,-84.5298,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Heritage Volkswagen,407201,1981 Thornton Rd,,Lithia Springs,GA,30122,USA,7707451470,33.7857,-84.6134,Fri:07:00-19:00; Mon:07:00-19:00; Sat:09:00-16:00; Thu:07:00-19:00; Tue:07:00-19:00; Wed:07:00-19:00; Sun:closed; ,,0
Stone Mountain Volkswagen,407239,3500 Stone Mountain Hwy,,Snellville,GA,30078,USA,8448601053,33.8449,-84.0533,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Royal Volkswagen,407134,3010 Columbiana Rd,,Vestavia Hills,AL,35216,USA,8664724838,33.4150,-86.8069,Fri:09:00-19:00; Mon:09:00-19:00; Sat:09:00-18:00; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; Sun:closed; ,,0
Jim Ellis Volkswagen of Chamblee,407218,5901 Peachtree Industrial Blvd,,Atlanta,GA,30341,USA,7704586811,33.9078,-84.2916,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Volkswagen of Athens,407221,4735 Atlanta Hwy,,Athens,GA,30606,USA,8449210835,33.9403,-83.4992,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Kuhn Volkswagen of Marietta,405147,1860 Cobb Pkwy S,,Marietta,GA,30060,USA,7702821316,33.9076,-84.4924,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Southwest Volkswagen,425650,6184 Johnston St,,Lafayette,LA,70503,USA,3372462336,30.1616,-92.0858,Fri:08:30-19:00; Mon:08:30-19:00; Sat:08:30-17:00; Thu:08:30-19:00; Tue:08:30-19:00; Wed:08:30-19:00; Sun:closed; ,,0
Serra Volkswagen,407129,1490 Center Point Pkwy,,Birmingham,AL,35215,USA,2052869924,33.6239,-86.6862,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Jim Ellis Volkswagen of Kennesaw,407229,950 Barrett Parkway,,Kennesaw,GA,30144,USA,7703704900,34.0046,-84.5786,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-19:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:30; Sun:closed; ,,0
Nalley Volkswagen of Alpharetta,407211,1550 Mansell Rd,,Alpharetta,GA,30009,USA,8882186217,34.0410,-84.3226,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Sun:12:00-17:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
AutoNation VW Mall of Georgia,405146,3711 Buford Dr,,Buford,GA,30519,USA,6788074171,34.0829,-83.9866,Fri:07:00-19:00; Mon:07:00-19:00; Sat:07:00-19:00; Thu:07:00-19:00; Tue:07:00-19:00; Wed:07:00-19:00; Sun:closed; ,,0
Midlands Volkswagen of Columbia,407321,655 Broad River Rd,,Columbia,SC,29210,USA,8033050220,34.0250,-81.0725,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-18:30; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-18:30; Sun:closed; ,,0
Volkswagen Jackson,425205,5320 I55 North,,Jackson,MS,39211,USA,8665783403,32.3713,-90.1484,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Volkswagen of Sumter,407313,2700 Broad St Extension,,Sumter,SC,29150,USA,8776877134,33.9624,-80.4029,Fri:07:30-17:30; Mon:07:30-17:30; Sat:08:00-15:00; Thu:07:30-17:30; Tue:07:30-17:30; Wed:07:30-17:30; Sun:closed; ,,0
McDaniels Volkswagen,407346,440 Killian Rd,,Columbia,SC,29203,USA,8037866408,34.1383,-80.9535,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
East Coast VW of Myrtle Beach,407343,8756 Highway 17 Byp S Unit C,PO Box 30669,Myrtle Beach,SC,29588,USA,8432156500,33.6373,-78.9928,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Volkswagen of Florence,407317,611 N Coit Street,,Florence,SC,29501,USA,8432924200,34.2047,-79.7715,Fri:08:30-19:00; Mon:08:30-19:00; Sat:08:30-16:00; Thu:08:30-19:00; Tue:08:30-19:00; Wed:08:30-19:00; Sun:closed; ,,0
Volkswagen of Lake Charles,425651,3850 Gerstner Memorial Dr.,,Lake Charles,LA,70607,USA,3374191818,30.1875,-93.1803,Fri:07:30-17:30; Mon:07:30-17:30; Thu:07:30-17:30; Tue:07:30-17:30; Wed:07:30-17:30; Sun:closed; Sat:closed; ,,0
Steve White Volkswagen,407322,100 Duvall Dr,,Greenville,SC,29607,USA,8883200272,34.8137,-82.3410,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Vic Bailey Volkswagen,407341,2671 Reidville Rd,,Spartanburg,SC,29301,USA,8554919016,34.9175,-82.0007,Fri:09:00-19:00; Mon:09:00-19:00; Sat:09:00-18:00; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; Sun:closed; ,,0
Hiley Volkswagen of Huntsville,407111,6561 University Drive,,Huntsville,AL,35806,USA,2568811881,34.7474,-86.6929,Fri:09:00-19:00; Mon:09:00-19:00; Sat:09:00-18:00; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; Sun:closed; ,,0
Village Volkswagen of Chattanooga,407459,6001 International Drive,,Chattanooga,TN,37421,USA,8448816522,35.0636,-85.1934,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-14:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Barnes Crossing Volkswagen,425209,3973 North Gloster Street,,Tupelo,MS,38804,USA,6623405017,34.3125,-88.7075,Fri:09:00-17:00; Mon:09:00-17:00; Sat:09:00-17:00; Sun:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; ,,0
Volkswagen of South Charlotte,409258,9900 South Boulevard,,Charlotte,NC,28273,USA,8887394151,35.1039,-80.8815,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Sun:12:00-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
Flow Volkswagen of Wilmington,409261,5011 New Centre Drive,,Wilmington,NC,28403,USA,9103923889,34.2406,-77.8760,Fri:07:00-18:00; Mon:07:00-18:00; Thu:07:00-18:00; Tue:07:00-18:00; Wed:07:00-18:00; Sun:closed; Sat:closed; ,,0
Carolina Volkswagen,409250,7800 East Independence Boulevard,,Charlotte,NC,28227,USA,7045372336,35.1561,-80.7344,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-17:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Volkswagen of Beaumont,425023,1515 Interstate 10 S,,Beaumont,TX,77701,USA,4098403536,30.0628,-94.1335,Fri:07:30-17:30; Mon:07:30-17:30; Sat:09:00-16:00; Thu:07:30-17:30; Tue:07:30-17:30; Wed:07:30-17:30; Sun:closed; ,,0
Long-Lewis Volkswagen of the Shoals,407113,1602 Florence Blvd,,Florence,AL,35630,USA,8776536685,34.8205,-87.6525,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Volkswagen of Asheville,409259,621 Brevard Road,,Asheville,NC,28806,USA,8282292978,35.5499,-82.6006,Fri:09:00-19:00; Mon:09:00-19:00; Sat:09:00-17:00; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; Sun:closed; ,,0
Hendrick Volkswagen of Concord,409260,7500 Hendrick Auto Plaza Nw,,Concord,NC,28027,USA,8884456083,35.3617,-80.7000,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-21:00; Sun:13:00-19:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Keffer Volkswagen,409216,13651 Statesville Road,,Huntersville,NC,28078,USA,7042554893,35.4034,-80.8536,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Sun:13:00-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
"Valley Auto World, Inc.",409217,3810 Sycamore Dairy Rd: Pob 35717,,Fayetteville,NC,28303,USA,9102164361,35.0801,-78.9461,Fri:08:30-20:00; Mon:08:30-20:00; Sat:09:00-18:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; Sun:closed; ,,0
Paramount Automotive Group,409210,1205 S. Center St.,,Hickory,NC,28602,USA,8284756696,35.7140,-81.3355,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-16:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
"Harper Volkswagen, Inc.",407437,9901 Kingston Pike,,Knoxville,TN,37922,USA,8656910393,35.9059,-84.1117,Fri:08:00-18:00; Mon:08:00-18:00; Sat:08:00-14:00; Thu:08:00-18:00; Tue:08:00-18:00; Wed:08:00-18:00; Sun:closed; ,,0
National Volkswagen,409225,2406 North Marine Blvd.,,Jacksonville,NC,28546,USA,9109381417,34.7849,-77.3808,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
